SPE,HOMO_energy,HOMO1_energy,HOMO2_energy,LUMO_energy,LUMO1_energy,LUMO2_energy,dipole,quadrupole_XX,quadrupole_YY,quadrupole_ZZ,quadrupole_XY,quadrupole_XZ,quadrupole_YZ,isoquad,hardness,electronegativity,electrophilicity,electron_donating_power,electron_accepting_power,net_electrophilicity
-394.124488869519,-0.3848958031930106,-0.4229187837508959,-0.4458727720139394,0.20985989269331248,0.4528137684648318,0.4918097485251978,5.20047,-36.09578,-31.01658,-29.53727,3.77245,-2.78593,1.32002,-32.21654,0.594755695886323,-0.08751795524984905,0.012878216289631865,0.09380942490745159,0.00629146965760253,0.10010089456505412
